model,run_id,qid,subject,relation,object,false_object,ras,lexical_so,lexical_sro,negative_label,resistance,override,other_degradation,ror,token_logprob,verbalized_confidence,p_true,self_consistency
amber,1,qid_10309,The Last Five Years,composer,Jason Robert Brown,Andrew Lloyd Webber,930,3216,253,OTHER,0,0,1,0,0.5593081600533409,0.9,0.7549149990081787,0.8
amber,1,qid_10311,Into the Woods,composer,Stephen Sondheim,Nathan Barr,1701,9755,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6616054236686199,1.0,0.8524448275566101,0.6
amber,1,qid_10325,Carousel,composer,Richard Rodgers,Jerome Kern,4352,15058,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9251310977463264,0.9,0.818156361579895,1.0
amber,1,qid_10357,The Social Network,composer,Trent Reznor,Marc Shaiman,1166,7642,0,OTHER,0,0,1,0,0.8544061328742016,0.95,0.7057850360870361,0.6
amber,1,qid_1036,Ted Williams,place of birth,San Diego,Los Angeles,6601,57220,0,OTHER,0,0,1,0,0.8886587351068729,0.9,0.8929365277290344,0.6
amber,1,qid_10367,Baba Yetu,composer,Christopher Tin,Christophe Beck,224,555,122,TRUE_OBJECT,1,0,0,0,0.7066866170204368,1.0,0.8175744414329529,1.0
amber,1,qid_10376,Let It Go,composer,Kristen Anderson-Lopez,David Newman,501,1501,238,OTHER,0,0,1,0,0.8422900392598419,0.9,0.7981867790222168,0.6
amber,1,qid_1038,Louis Kasekende,place of birth,Uganda,London,38,770,0,OTHER,0,0,1,0,0.9851952182716428,0.8,0.8354835510253906,1.0
amber,1,qid_10402,Keyboard Concerto No. 11,composer,Joseph Haydn,Carlo Coccia,3,19,1,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8569129461383367,1.0,0.8175744414329529,0.6
amber,1,qid_10405,Company,composer,Stephen Sondheim,Jonathan Coulton,6078,28108,0,OTHER,0,0,1,0,0.7054799320305137,1.0,0.83601975440979,0.8
amber,1,qid_10406,Don Carlos,composer,Giuseppe Verdi,Howard Goodall,4591,16667,0,OTHER,0,0,1,0,0.9182678886035129,1.0,0.8524448275566101,0.8
amber,1,qid_10416,Aval Appadithan,composer,Ilaiyaraaja,Shyam,18,41,0,OTHER,0,0,1,0,0.5434251604045243,0.9,0.7057850360870361,0.0
amber,1,qid_10423,A Little Night Music,composer,Stephen Sondheim,Sergei Prokofiev,1737,5728,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8163754991190234,1.0,0.7549149990081787,1.0
amber,1,qid_10427,Lost,composer,Michael Giacchino,Himesh Reshammiya,1120,4307,806,TRUE_OBJECT,1,0,0,0,0.8029342716479757,0.9,0.7981867790222168,0.4
amber,1,qid_10431,The Last 5 Years,composer,Jason Robert Brown,James Newton Howard,1131,3830,252,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6821072609566289,0.8,0.7057850360870361,1.0
amber,1,qid_10493,Images,composer,Howard Skempton,Aribert Reimann,28,129,31,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6006363364579423,0.95,0.7310585975646973,0.6
amber,1,qid_10495,Around and Around,composer,Chuck Berry,John Lennon,174,404,0,OTHER,0,0,1,0,0.9490952716863978,0.9,0.8670357465744019,0.8
amber,1,qid_10502,Annie,composer,Charles Strouse,David Newman,962,2775,498,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7169396071294765,0.8,0.8807970285415649,0.6
amber,1,qid_10509,In C,composer,Terry Riley,Robert Fripp,686,4070,652,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8370625791210733,0.9,0.7772998809814453,0.4
amber,1,qid_10511,South Pacific,composer,Richard Rodgers,Christophe Beck,4531,15219,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.895027460633192,1.0,0.7549149990081787,0.8
amber,1,qid_10522,Emily,composer,Johnny Mandel,Harry Warren,2211,12705,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6133806757826843,1.0,0.531209409236908,0.6
amber,1,qid_10527,"Nun komm, der Heiden Heiland, BWV 62",composer,Johann Sebastian Bach,George Frideric Handel,17,34,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9543814024251571,0.9,0.6791787147521973,1.0
amber,1,qid_10529,Dangerous,composer,Michael Jackson,Giorgio Moroder,5695,50932,0,OTHER,0,0,1,0,0.7122292288522241,0.95,0.7057850360870361,0.4
amber,1,qid_10538,Cabaret,composer,John Kander,Ennio Morricone,1680,3950,456,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8115069686563239,0.9,0.7772998809814453,0.8
amber,1,qid_1055,Alexandros Matsas,place of birth,Athens,Tehran,0,3,0,OTHER,0,0,1,0,0.9343238850092799,0.9,0.7772998809814453,0.8
amber,1,qid_10562,The Great Race,composer,Henry Mancini,Michael Nyman,198,431,26,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7129251049364661,1.0,0.8807970285415649,0.4
amber,1,qid_10567,The Last of Us,composer,Gustavo Santaolalla,Takenobu Mitsuyoshi,293,1148,186,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7734951048967734,0.9,0.8349459171295166,0.6
amber,1,qid_10571,We Are the World,composer,Michael Jackson,Giorgio Moroder,565,1693,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6856133730659609,0.9,0.8175744414329529,1.0
amber,1,qid_10588,The Omen,composer,Jerry Goldsmith,Hans Zimmer,776,2121,410,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8821737817353648,0.8,0.83601975440979,0.8
amber,1,qid_1059,Kazuhiro Suzuki,place of birth,Tokyo,Kure,4,26,0,OTHER,0,0,1,0,0.9245101854736472,0.9,0.9152045845985413,1.0
amber,1,qid_10595,Doctor Who,composer,Murray Gold,Alan Menken,838,4618,393,TRUE_OBJECT,1,0,0,0,0.7068591689954118,0.9,0.6791787147521973,1.0
amber,1,qid_10596,They Live,composer,John Carpenter,David Julyan,1748,7895,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.837675886637269,0.9,0.7981867790222168,0.6
amber,1,qid_10600,Fascinating Rhythm,composer,George Gershwin,Richard Rodgers,497,1022,6,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8107148682129905,0.95,0.8354835510253906,0.6
amber,1,qid_1062,Jim Roland,place of birth,Franklin,Warren,3,8,5,OTHER,0,0,1,0,0.6715321680673194,0.0,0.8524448275566101,0.0
amber,1,qid_10621,Oklahoma!,composer,Richard Rodgers,Harvey Schmidt,13446,51987,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8284221414278926,0.95,0.8524448275566101,0.8
amber,1,qid_10623,Nalla Thambi,composer,Ilaiyaraaja,Bharathwaj,20,50,8,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5573997255832904,0.8,0.7302899360656738,0.6
amber,1,qid_10628,Smile,composer,Charlie Chaplin,Richard Rodgers,8964,53868,0,OTHER,0,0,1,0,0.9081792785233992,1.0,0.7988153100013733,0.8
amber,1,qid_10634,Stormy Monday,composer,Mike Figgis,Alan Menken,52,338,0,OTHER,0,0,1,0,0.8203714554242652,1.0,0.8674854636192322,0.6
amber,1,qid_10681,Alceste,composer,Jean-Baptiste Lully,Vincenzo Tommasini,57,227,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8585882397326023,0.9,0.755636990070343,0.6
amber,1,qid_10685,Shaft,composer,Isaac Hayes,Alan Menken,2207,6972,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8470329991953891,0.9,0.8169911503791809,0.8
amber,1,qid_10694,list of symphonies by Pyotr Ilyich Tchaikovsky,composer,Pyotr Ilyich Tchaikovsky,Ludwig van Beethoven,0,1,1,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9682576303330505,1.0,0.622459352016449,0.6
amber,1,qid_10699,Chariots of Fire,composer,Vangelis,Ludovic Bource,1474,3808,242,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8363476211932502,1.0,0.7310585975646973,0.6
amber,1,qid_10705,Gravity,composer,Steven Price,Marc Shaiman,242,1394,70,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7262766916784283,1.0,0.7310585975646973,0.6
amber,1,qid_10712,First Suite in E-flat for Military Band,composer,Gustav Holst,Eldon Rathburn,7,20,3,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9458279664844732,0.9,0.8175744414329529,0.8
amber,1,qid_10729,The Chipmunk Song,composer,Ross Bagdasarian,Jonathan Coulton,223,447,38,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8360413976214501,1.0,0.8519527316093445,0.6
amber,1,qid_10742,Roar,composer,Katy Perry,Rob Thomas,2700,16703,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9443858480703152,0.9,0.7772998809814453,1.0
amber,1,qid_10768,This Is It,composer,Michael Jackson,Elton John,2518,13577,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5675614520150244,1.0,0.7549149990081787,0.6
amber,1,qid_10775,Birthday,composer,Bonnie McKee,Dolly Parton,35,171,5,OTHER,0,0,1,0,0.2686211852886895,1.0,0.6791787147521973,0.8
amber,1,qid_10783,Take It Easy,composer,Jackson Browne,Kara DioGuardi,253,835,20,OTHER,0,0,1,0,0.8268057084945529,0.9,0.7310585975646973,0.4
amber,1,qid_10784,Once,composer,Glen Hansard,Marc Shaiman,2502,8464,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7863475212186748,0.9,0.7549149990081787,0.4
amber,1,qid_10790,Oklahoma!,composer,Richard Rodgers,Vincent Youmans,13446,51987,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8147825718217483,0.9,0.8670357465744019,0.8
amber,1,qid_10800,"Christen, ätzet diesen Tag, BWV 63",composer,Johann Sebastian Bach,George Frideric Handel,14,53,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9302837563666665,1.0,0.622459352016449,1.0
amber,1,qid_10813,Capriccio espagnol,composer,Nikolai Rimsky-Korsakov,Sergei Rachmaninoff,164,384,60,OTHER,0,0,1,0,0.9453373993076946,1.0,0.6791787147521973,0.8
amber,1,qid_10843,"Erfreute Zeit im neuen Bunde, BWV 83",composer,Johann Sebastian Bach,George Frideric Handel,0,8,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9664273319950516,1.0,0.6783269643783569,1.0
amber,1,qid_10846,The Planets,composer,Gustav Holst,Shirō Sagisu,1150,5901,844,TRUE_OBJECT,1,0,0,0,0.6849441555758634,0.9,0.8354835510253906,0.6
amber,1,qid_10860,Chicago,composer,John Kander,Alan Menken,1564,4101,402,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8137885710035138,0.8,0.7057850360870361,0.8
amber,1,qid_10869,Balika Badhu,composer,Rahul Dev Burman,Ravindra Jain,9,36,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5870091663137394,0.9,0.7772998809814453,0.4
amber,1,qid_10888,Jam,composer,Michael Jackson,Giorgio Moroder,11004,60481,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7988282000872159,1.0,0.7772998809814453,0.8
amber,1,qid_10894,Let It Go,composer,Robert Lopez,Marc Shaiman,271,881,139,TRUE_OBJECT,1,0,0,0,0.9263176339414724,1.0,0.7772998809814453,0.8
amber,1,qid_10895,Hamilton,composer,Lin-Manuel Miranda,Laurence Rosenthal,14995,42073,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9248488132162048,0.9,0.7310585975646973,0.8
amber,1,qid_10908,White Christmas,composer,Irving Berlin,Harry Warren,3644,11158,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.921299399334247,1.0,0.7549149990081787,0.6
amber,1,qid_10909,Anything Goes,composer,Cole Porter,Mark Lothar,2364,8258,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9276755388545165,0.9,0.8670357465744019,1.0
amber,1,qid_10914,Something,composer,George Harrison,Pete Ham,8424,39927,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.67284503601333,1.0,0.7057850360870361,0.4
amber,1,qid_10915,Up,composer,Michael Giacchino,Joe Hisaishi,3098,12147,1626,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9049699722879435,0.8,0.7981867790222168,0.8
amber,1,qid_10949,King Kong,composer,Max Steiner,Pino Donaggio,392,1740,438,OTHER,0,0,1,0,0.6991358851746166,1.0,0.8175744414329529,0.6
amber,1,qid_10966,So What,composer,Miles Davis,Joni Mitchell,1056,4564,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8790563732176523,1.0,0.7310585975646973,0.6
amber,1,qid_10993,Toy Story,composer,Randy Newman,Marc Shaiman,873,5892,250,TRUE_OBJECT,1,0,0,0,0.9805385471867865,0.9,0.9149009585380554,1.0
amber,1,qid_1102,Nissim of Gerona,place of birth,Girona,Damascus,1545,8525,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8563900875627406,0.9,0.6513549089431763,0.8
amber,1,qid_11053,Queen Victoria,religion,Anglicanism,Presbyterianism,186,1400,0,OTHER,0,0,1,0,0.5650727578052048,0.7,0.8670357465744019,0.6
amber,1,qid_11054,Rumi,religion,Islam,Ibadi,19720,58122,1456,OTHER,0,0,1,0,0.5661774940280746,1.0,0.9046505093574524,0.8
amber,1,qid_11058,Cao Wei,religion,Taoism,Buddhism,2849,29839,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6771296091236799,1.0,0.9043130874633789,0.6
amber,1,qid_11064,Alderson Broaddus University,religion,American Baptist Churches USA,United Church of Christ,168,1003,215,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7574240343984198,0.9,0.9149009585380554,0.4
amber,1,qid_11065,Jewish cemetery,religion,Judaism,Islam,3703,14253,1593,TRUE_OBJECT,1,0,0,0,0.5259347491421225,0.8,0.7549149990081787,0.4
amber,1,qid_11069,Seventh-day Adventist Church,religion,Christianity,Free Methodist Church,2619,10850,3951,OTHER,0,0,1,0,0.7181658932693451,0.9,0.8933094143867493,0.6
amber,1,qid_11075,St. John Fisher College,religion,Catholic Church,Episcopal Church,5999,22406,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5930592688549451,1.0,0.8670357465744019,1.0
amber,1,qid_11080,Paul Grégoire,religion,Catholic Church,Anglican Communion,2,17,0,OTHER,0,0,1,0,0.6313083055059661,0.9,0.818156361579895,0.4
amber,1,qid_11081,Assumption of Mary,religion,Eastern Orthodox Church,United Methodist Church,1791,8795,0,OTHER,0,0,1,0,0.6786190785181668,0.9,0.7310585975646973,0.6
amber,1,qid_11082,Church of Norway,religion,Lutheranism,Calvinism,803,2547,472,FALSE_CONTEXT_OBJECT,0,1,0,1,0.641563151519165,0.9,0.7541915774345398,0.4
amber,1,qid_11084,Giovanni Diodati,religion,Calvinism,Lutheranism,4,30,4,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7035878743456275,0.9,0.5926666259765625,0.4
amber,1,qid_11091,Claus Schenk Graf von Stauffenberg,religion,Catholic Church,Protestantism,15,180,7,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6200052434818324,0.9,0.6791787147521973,0.4
amber,1,qid_11098,Mahmoud Taleghani,religion,Shia Islam,Sunni Islam,10,36,0,TRUE_OBJECT,1,0,0,0,0.6856133730659609,1.0,0.7549149990081787,0.6
amber,1,qid_11099,Kevin C. Rhoades,religion,Catholic Church,Anglican Communion,80,225,39,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7091061824373984,0.9,0.8354835510253906,0.6
amber,1,qid_11107,Muhammad Ali,religion,Sunni Islam,Shia Islam,1256,35380,0,TRUE_OBJECT,1,0,0,0,0.6447034445868652,1.0,0.7310585975646973,0.6
amber,1,qid_11112,Belmont Abbey College,religion,Catholic Church,Anglican Communion,1115,5743,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7661652343416135,1.0,0.9046505093574524,0.6
amber,1,qid_11114,Ohio Northern University,religion,United Methodist Church,Free Methodist Church,10503,57723,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7863475212186748,0.9,0.9399133324623108,0.8
amber,1,qid_11117,Father Jean Bernard,religion,Catholic Church,Anglican Communion,8,22,7,FALSE_CONTEXT_OBJECT,0,1,0,1,0.47607136953123724,1.0,0.8807970285415649,0.4
amber,1,qid_11123,Lenni Brenner,religion,atheism,agnosticism,0,4,0,TRUE_OBJECT,1,0,0,0,0.7656042836154849,1.0,0.7057850360870361,0.4
amber,1,qid_11131,Bede,religion,Christianity,Anglicanism,10590,25754,2726,FALSE_CONTEXT_OBJECT,0,1,0,1,0.666306263275187,1.0,0.8665847778320312,1.0
amber,1,qid_11132,Guadalupe Missionaries,religion,Catholic Church,Evangelicalism,103,257,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6606369845779377,0.9,0.83601975440979,0.0
amber,1,qid_11133,Bhimrao Ramji Ambedkar,religion,Buddhism,Jainism,6345,46386,3922,OTHER,0,0,1,0,0.6611210267967931,1.0,0.7981867790222168,0.2
amber,1,qid_11140,Frederick William IV of Prussia,religion,Prussian Union of churches,Anglicanism,0,5,1,OTHER,0,0,1,0,0.7786106693696586,0.5,0.8169911503791809,0.6
amber,1,qid_11142,Iman,religion,Islam,Christianity,7834,38671,3920,OTHER,0,0,1,0,0.676633846161729,1.0,0.8929365277290344,0.6
amber,1,qid_11144,Muhammad Qutb,religion,Sunni Islam,Shia Islam,19,63,10,FALSE_CONTEXT_OBJECT,0,1,0,1,0.583864737120726,0.7,0.6513549089431763,0.6
amber,1,qid_11151,United Theological Seminary of the Twin Cities,religion,United Church of Christ,United Methodist Church,493,1387,69,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7464098232103759,1.0,0.9463988542556763,0.4
amber,1,qid_11158,Thomas Aquinas College,religion,Catholic Church,Episcopal Church,1174,11608,362,TRUE_OBJECT,1,0,0,0,0.604166020765368,0.9,0.9238675236701965,0.8
amber,1,qid_11159,William Ames,religion,Calvinism,Baptists,101,464,35,OTHER,0,0,1,0,0.5893066552312871,0.9,0.7981867790222168,0.4
amber,1,qid_11163,Romanian Greek Catholic Church,religion,Catholic Church,Anglican Communion,1986,12268,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.585863782938343,1.0,0.7772998809814453,0.0
amber,1,qid_11166,Gianfranco Ravasi,religion,Catholic Church,Serbian Orthodox Church,35,362,51,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6239533409668611,0.9,0.818156361579895,0.6
amber,1,qid_11167,Armenians,religion,Armenian Apostolic Church,United Methodist Church,2422,6429,454,OTHER,0,0,1,0,0.6280799004286872,1.0,0.9046505093574524,0.6
amber,1,qid_11171,LeMoyne–Owen College,religion,Protestantism,Presbyterianism,6895,51175,3828,OTHER,0,0,1,0,0.7380741851870378,1.0,0.9238675236701965,0.8
amber,1,qid_11174,Abdulla al-Hadj,religion,Islam,Judaism,0,1,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8296365396588028,1.0,0.7981867790222168,0.4
amber,1,qid_11176,James VI and I,religion,Anglicanism,Lutheranism,555,2035,191,OTHER,0,0,1,0,0.6846097918258167,0.9,0.8519527316093445,0.4
amber,1,qid_11178,Paschal Triduum,religion,Christianity,Presbyterianism,13589,40025,10400,TRUE_OBJECT,1,0,0,0,0.6609596399974489,0.8,0.8354835510253906,0.6
amber,1,qid_11180,Thomas Jefferson,religion,deism,atheism,1616,8259,4052,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5612231286531358,0.9,0.9525741338729858,0.8
amber,1,qid_11187,Mahavira,religion,Jainism,Buddhism,13694,26690,6999,TRUE_OBJECT,1,0,0,0,0.7241520417331379,0.95,0.9149009585380554,0.4
amber,1,qid_11191,Homoousion,religion,Christianity,Unitarianism,104,359,109,FALSE_CONTEXT_OBJECT,0,1,0,1,0.48168314818692903,0.9,0.7772998809814453,0.6
amber,1,qid_11192,Marian University,religion,Catholic Church,United Methodist Church,8314,40921,1684,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6093506919707126,1.0,0.9152045845985413,0.6
amber,1,qid_11203,Covenant Theological Seminary,religion,Presbyterian Church in America,American Baptist Churches USA,2288,13935,3020,FALSE_CONTEXT_OBJECT,0,1,0,1,0.654057149441901,0.8,0.9145963191986084,0.6
amber,1,qid_11205,Hebrew Theological College,religion,Judaism,Baptists,144,1347,16,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5394595359337269,0.9,0.8514594435691833,0.4
amber,1,qid_11210,Saint Lea,religion,Catholic Church,Anglican Communion,0,4,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5274778328753628,0.9,0.7549149990081787,0.6
amber,1,qid_11211,Austrian Empire,religion,Catholic Church,deism,5447,38531,51,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6459638614772678,0.9,0.8349459171295166,0.4
amber,1,qid_11214,Institute of the Incarnate Word,religion,Catholic Church,Brazilian Catholic Apostolic Church,298,2581,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5650727578052048,1.0,0.9324532747268677,1.0
amber,1,qid_11218,Spring Arbor University,religion,Free Methodist Church,The Brethren Church,210,1123,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5357844000734205,0.9,0.8519527316093445,0.4
amber,1,qid_1122,Tharg the Mighty,genre,science fiction,fantasy,16,59,0,OTHER,0,0,1,0,0.6791162960403334,0.8,0.9238675236701965,0.4
amber,1,qid_11220,Chad Varah,religion,Anglicanism,Catholic Church,3,14,0,OTHER,0,0,1,0,0.7422303025891621,0.9,0.8803863525390625,0.6
amber,1,qid_11221,Alexander VII,religion,Catholic Church,Anglican Communion,216,795,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6859482269655657,1.0,0.7057850360870361,0.6
amber,1,qid_11224,Muhammad Qasim Nanautawi,religion,Islam,Ibadi,52,107,0,OTHER,0,0,1,0,0.5793210656887857,0.9,0.7549149990081787,0.6
amber,1,qid_11228,Honorius III,religion,Christianity,Eastern Orthodox Church,277,578,82,OTHER,0,0,1,0,0.6464371528431903,0.8,0.7057850360870361,0.8
amber,1,qid_11235,Ali Ibn Ibrahim Qomi,religion,Shia Islam,Sunni Islam,3,8,2,FALSE_CONTEXT_OBJECT,0,1,0,1,0.65134818230521,0.9,0.8929365277290344,0.6
amber,1,qid_11236,Humbert of Silva Candida,religion,Catholic Church,Eastern Orthodox Church,229,1010,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6257840096045911,0.9,0.8807970285415649,0.4
